X(E/m),Y(N/m)
330168.381886902381666,4156669.367482030298561
330168.484734878642485,4156669.209970121737570
330168.578974372008815,4156669.063734878320247
330168.682049287774134,4156668.917318936903030
330168.793505763285793,4156668.748530365992337
330168.914251525828149,4156668.601753028575331
330169.008491034212057,4156668.455517791211605
330169.129009873780888,4156668.297644491307437
330169.240239436388947,4156668.117759963031858
330169.360758287948556,4156667.959886669646949
330169.463606301462278,4156667.802374773193151
330169.602022931096144,4156667.655236048623919
330169.722768724546768,4156667.508458723779768
330169.834906031959690,4156667.372958065010607
330169.964487254619598,4156667.226000044960529
330170.084779203752987,4156667.057030797004700
330170.205525014898740,4156666.910253480542451
330170.317662338493392,4156666.774752827361226
330170.429345807409845,4156666.617060246411711
330170.558927052887157,4156666.470102237537503
330170.688962160958908,4156666.345336161553860
330170.791810221096966,4156666.187824284657836
330170.912556060124189,4156666.041046978440136
330171.024239550693892,4156665.883354406338185
330171.136149973899592,4156665.736757802776992
330171.248060401238035,4156665.590161198284477
330171.377641677972861,4156665.443203205242753
330171.498614466458093,4156665.307521873619407
