X(E/m),Y(N/m)
330182.733627662819345,4156671.382901678327471
330182.794355204910971,4156671.759080371353775
330182.845566588337533,4156672.102151856292039
330182.905159559566528,4156672.422850726172328
330183.034528191084974,4156672.697720259893686
330183.146906724548899,4156673.006239059381187
330183.267893751675729,4156673.303481210488826
330183.415160101256333,4156673.589085346553475
330183.561291877762415,4156673.819209662266076
330183.742538388760295,4156674.037515277042985
330184.010323725058697,4156674.165246343705803
330184.278562877734657,4156674.315169346518815
330184.564019021403510,4156674.442539064213634
330184.848794426303357,4156674.536620896775275
330185.133342914166860,4156674.619606771506369
330185.443263083579950,4156674.646570787765086
330185.761564843822271,4156674.651162204798311
330186.088248197513167,4156674.633381022140384
330186.414704643306322,4156674.604503888636827
330186.732098770211451,4156674.564711482729763
330187.058101404283661,4156674.513642444740981
330187.384104043943807,4156674.462573420722038
330187.701044365298003,4156674.400589122902602
330188.027047009789385,4156674.349520122166723
330188.344214244862087,4156674.298631815239787
330188.678598497644998,4156674.225190232507885
330189.004374247917440,4156674.163025307934731
330189.338985415175557,4156674.100679717957973
330189.664988078002352,4156674.049610782414675
330189.990990744146984,4156673.998541860841215
330190.316766512638424,4156673.936376988422126
330190.642769185884390,4156673.885308091994375
330190.968998764874414,4156673.845335174351931
330191.286619835125748,4156673.816638908814639
330191.603560202522203,4156673.754654762800783
330191.920500573818572,4156673.692670627962798
330192.246276362508070,4156673.630505832843482
330192.572052155330312,4156673.568341048434377
330192.889219438773580,4156673.517452915199101
330193.197324412991293,4156673.455649506300688
330193.496820876665879,4156673.405122744385153
330193.823050482140388,4156673.365149937570095
330194.140444676682819,4156673.325357820373029
330194.449003460118547,4156673.285746384877712
330194.748726832447574,4156673.246315634809434
330195.066121033974923,4156673.206523550674319
330195.383515237946995,4156673.166731479112059
330195.692300926719327,4156673.138216055929661
330196.000632825773209,4156673.087508714757860
330196.308737832820043,4156673.025705421809107
330196.617296633427031,4156672.986094066873193
330196.934463955694810,4156672.935206091031432
330197.251858175091911,4156672.895414092577994
330197.560416983033065,4156672.855802773963660
330197.868748900247738,4156672.805095503106713
330198.186143127211835,4156672.765303540509194
330198.512372770463116,4156672.725330920424312
330198.838602416100912,4156672.685358314774930
330199.155769758857787,4156672.634470423217863
330199.473163995833602,4156672.594678510446101
330199.790331346914172,4156672.543790644966066
330200.107725589070469,4156672.503998755011708
330200.425119833613280,4156672.464206879027188
330200.733451774925925,4156672.413499713875353
330201.041783721651882,4156672.362792563159019
330201.359177974052727,4156672.323000722564757
330201.658901400398463,4156672.283570223487914
330201.967460243264213,4156672.243959070648998
330202.266956786974333,4156672.193432628642768
330202.566907107364386,4156672.165098127443343
330202.875692843459547,4156672.136582972947508
330203.175643166643567,4156672.108248493168503
330203.475366603641305,4156672.068818060215563
330203.766027745441534,4156672.018472335767001
330204.056688890326768,4156671.968126621562988
330204.338741507846862,4156671.929057545028627
330204.620794127695262,4156671.889988476410508
330204.894011332711671,4156671.851100080180913
330205.140495412633754,4156671.801657711621374
330205.378370965714566,4156671.763491975143552
330205.580677976773586,4156671.714952922426164
330205.738807916175574,4156671.667317177169025
330205.835316831478849,4156671.632042021490633
330205.905092622968368,4156671.586212882306427
330205.939980517956428,4156671.563298312947154
330206.070696689188480,4156671.471820697654039
330206.148400368401781,4156671.381427044048905
330206.129368246765807,4156671.315212578047067
330205.910071039805189,4156671.397400828078389
330205.777539811911993,4156671.400110732298344
330205.618729219306260,4156671.414458583574742
330205.433412384183612,4156671.429348419886082
330205.213434534496628,4156671.478248796891421
330204.976012742903549,4156671.538606465794146
330204.652505642850883,4156671.711730401497334
330204.381330390402582,4156671.850482485257089
330204.136661392287351,4156671.988692592363805
330203.900374044314958,4156672.104530114214867
330203.664313590270467,4156672.231463610194623
330203.445923971361481,4156672.358035784214735
330203.202162546629552,4156672.540629777591676
330202.983999828866217,4156672.678297930397093
330202.774672531755641,4156672.815785425715148
330202.556056054309011,4156672.931261661462486
330202.346728770295158,4156673.068749168422073
330202.155072319786996,4156673.205875351559371
330201.963642763032112,4156673.354097505100071
330201.771986325271428,4156673.491223697550595
330201.589392194582615,4156673.639265195466578
330201.407024961139541,4156673.798402660991997
330201.233720033604186,4156673.968455430120230
330201.086694463447202,4156674.126870243344456
330200.939895785937551,4156674.296381022781134
330200.775426290580072,4156674.466253136284649
330200.629081406863406,4156674.657955852802843
330200.482736527803354,4156674.849658570252359
330200.371733305684756,4156675.040638625621796
330200.242832372023258,4156675.220884051173925
330200.113931446336210,4156675.401129479520023
330199.985484307399020,4156675.603566837962717
330199.856810284312814,4156675.794908234383911
330199.754642498563044,4156675.985707633197308
330199.652247824473307,4156676.165411069057882
330199.540790856233798,4156676.334199208766222
330199.429333892650902,4156676.502987349871546
330199.327166126342490,4156676.693786753807217
330199.234060666058213,4156676.895501457154751
330199.176523739006370,4156677.107589456252754
330199.127595334837679,4156677.308400822337717
330199.096337751019746,4156677.508850855287164
330199.074142469384242,4156677.720216184388846
330199.078907198039815,4156677.953231440391392
330199.109724367561284,4156678.163512763567269
330199.149150051875040,4156678.362517454661429
330199.179740327061154,4156678.561702813487500
330199.219166010851040,4156678.760707506444305
330199.267653989722021,4156678.970627494622022
330199.333585891174152,4156679.169090184848756
330199.407672519912012,4156679.334084312897176
330199.472696850018110,4156679.488163144793361
330199.528658880037256,4156679.631326681468636
330199.575558608397841,4156679.763574920129031
330199.631066850270145,4156679.884546526242048
330199.677739686914720,4156680.005698801018298
330199.724412520008627,4156680.126851075328887
330199.744352243142202,4156680.237449387088418
330199.755683453637175,4156680.359324331395328
330199.776303847203963,4156680.503210537135601
330199.797151135688182,4156680.658192704897374
330199.827060717740096,4156680.824090173933655
330199.883022734313272,4156680.967253712005913
330199.920860155136324,4156681.088586654048413
330199.958016902150121,4156681.176631703041494
330199.976822166296188,4156681.231750192586333
330199.977049057197291,4156681.242846157401800
330199.967759872844908,4156681.220834894105792
330199.975007039203774,4156681.142982475459576
330199.981346646731254,4156681.020746198017150
330199.986551798181608,4156680.843030098825693
330199.963889386388473,4156680.599280212074518
330199.923102382919751,4156680.333699729759246
330199.863963892508764,4156680.035192687995732
330199.804825396393426,4156679.736685646232218
330199.736397710279562,4156679.416167342104018
330199.667743126337882,4156679.084553075954318
330199.590480021666735,4156678.764215441886336
330199.513216914143413,4156678.443877805955708
330199.444562316173688,4156678.112263539806008
330199.376361496513709,4156677.802841205149889
330199.308160674874671,4156677.493418869096786
330199.249022147501819,4156677.194911831058562
330199.198719028267078,4156676.896224127616733
330199.166086723504122,4156676.597175088245422
330199.124845901096705,4156676.309402680490166
330199.074542774469592,4156676.010714977048337
330199.024466536764521,4156675.723123237956315
330198.974390294053592,4156675.435531497932971
330198.924540940555744,4156675.159035724587739
330198.866083066910505,4156674.893816582858562
330198.798789778258651,4156674.628778110258281
330198.714052551542409,4156674.375196936074644
330198.611644495336805,4156674.121977102011442
330198.491792500368319,4156673.880214567761868
330198.354723457945511,4156673.661005302332342
330198.200437365507241,4156673.464349301997572
330198.020325704710558,4156673.301523206289858
330197.822770102997310,4156673.150154415052384
330197.590780413360335,4156673.043892163317651
330197.332965157809667,4156672.971459818538278
330197.058386644290294,4156672.943772680126131
330196.793097333575133,4156672.938096808735281
330196.537097223219462,4156672.954432206228375
330196.281550906191114,4156672.992959538940340
330196.017622966319323,4156673.053859479725361
330195.753695029765368,4156673.114759428426623
330195.480931685422547,4156673.175840058829635
330195.155155861633830,4156673.238004727289081
330194.811482317803893,4156673.289434786885977
330194.432694019458722,4156673.352683517150581
330194.018337174376938,4156673.405558991711587
330193.560030163498595,4156673.470433818176389
330193.057772994157858,4156673.547308003064245
330192.546680416911840,4156673.624362894333899
330192.017917021294124,4156673.701779167167842
330191.436141153331846,4156673.780279527883977
330190.845756785827689,4156673.870056570041925
330190.237474697525613,4156673.949099044315517
330189.611975601059385,4156674.050694847945124
330188.995538835239131,4156674.163205986376852
330188.370039765082765,4156674.264801885467023
330187.744767614407465,4156674.377493795007467
330187.128103983239271,4156674.478909108322114
330186.520048868609592,4156674.569047823082656
330185.894549849326722,4156674.670643909368664
330185.093463056953624,4156674.398410207126290
330184.468417860683985,4156674.522198331076652
330183.852435000415426,4156674.656901783775538
330183.244379923446104,4156674.747040738817304
330182.636551768635400,4156674.848275704309344
330182.028950540698133,4156674.960606678854674
330181.423845394281670,4156675.194993312470615
330180.828483358141966,4156675.473583163227886
330180.232667524251156,4156675.729981128592044
330179.654976382968016,4156676.008209691382945
330179.068903707200661,4156676.308810914400965
330178.492120319046080,4156676.631423420738429
330177.996444107731804,4156677.030081511475146
330177.462476336164400,4156677.285214852541685
330176.918992422288284,4156677.507241026498377
330176.409942485159263,4156677.684160608332604
330175.926718027563766,4156677.827250251546502
330175.461164405918680,4156677.969978537410498
330175.012146994820796,4156678.056865637190640
330174.562448820215650,4156678.110464868135750
330174.165763104101643,4156678.162979957647622
330173.786748212296516,4156678.215133676771075
330173.451456514419988,4156678.244192009326071
330173.107102484966163,4156678.262335084378719
330172.798090094234794,4156678.279755392111838
330172.489077699603513,4156678.297175711020827
330172.188900719163939,4156678.314415345899761
330171.915003035624977,4156678.320016935933381
330171.641105351969600,4156678.325618534814566
330171.375816150510218,4156678.319943479262292
330171.119589284120593,4156678.325183702167124
330170.863589349435642,4156678.341519897338003
330170.615744032373186,4156678.324387507047504
330170.359063307114411,4156678.307435823138803
330170.110764128272422,4156678.268111515790224
330169.853402604407165,4156678.217871951870620
330169.613711897574831,4156678.167270996607840
330169.382175802136771,4156678.083201455883682
330169.158794315648265,4156677.965663323644549
330168.952629777544644,4156677.825571867637336
330168.728567480575293,4156677.674745853524655
330168.530557539896108,4156677.501185813453048
330168.349310679710470,4156677.282880516722798
330168.167836877109949,4156677.053479257505387
330168.004033888340928,4156676.823716602753848
330167.839777021668851,4156676.571762018371373
330167.702026381390169,4156676.319265335798264
330167.581492688506842,4156676.044215322472155
330167.469794400152750,4156675.768984608352184
330167.358096104930155,4156675.493753895629197
330167.246397802955471,4156675.218523185234517
330167.161432666471228,4156674.953846335411072
330167.085302938299719,4156674.688988786656410
330167.018235555791762,4156674.435046500992030
330166.942559688352048,4156674.192380882799625
330166.876173102180474,4156673.971726491581649
330166.800724162138067,4156673.740156840533018
330166.752008395676967,4156673.519141048192978
330166.712581913336180,4156673.320136484224349
330166.673609298944939,4156673.143323851283640
330166.625574331264943,4156672.955595954786986
330166.578220168652479,4156672.801155954133719
330166.549217639549170,4156672.679642443545163
330166.520215107477270,4156672.558128935750574
330166.509791147545911,4156672.480637882370502
330166.491893381869886,4156672.469903320539743
330166.475130291189998,4156672.514648585580289
330166.450893395638559,4156672.626150343567133
330166.436399656231515,4156672.781855257228017
330166.431195202632807,4156672.959571402054280
330166.452723928552587,4156673.147841404192150
330166.456581824924797,4156673.336472810246050
330166.442768893030006,4156673.525465621147305
330166.411512066901196,4156673.725915802177042
330166.380709115415812,4156673.948557913303375
330166.367576993070543,4156674.170838620513678
330166.363734155776910,4156674.415130553301424
330166.360345189925283,4156674.681614418979734
330166.366245508310385,4156674.970109512098134
330166.354021129314788,4156675.236774079967290
330166.341796753928065,4156675.503438647370785
330166.355624744668603,4156675.747369178105146
330166.352235782891512,4156676.013853043317795
330166.331175999308471,4156676.280698313843459
330166.318724693264812,4156676.536266916897148
330166.314654928282835,4156676.769462887663394
330166.310358228511177,4156676.991562893614173
330166.314670004067011,4156677.202386230230331
330166.301310957409441,4156677.413570973090827
330166.270508029963821,4156677.636213086545467
330166.265757462184411,4156677.836121162399650
330166.252171485568397,4156678.036209939513355
330166.229977036418859,4156678.247575386427343
330166.199401049292646,4156678.481313466094434
330166.168825066532008,4156678.715051543433219
330166.146857558574993,4156678.937512956093997
330166.142560868756846,4156679.159612964373082
330166.138491115532815,4156679.392808935139328
330166.134648296807427,4156679.637100871652365
330166.139640888606664,4156679.881212105508894
330166.135571137419902,4156680.114408078137785
330166.158007610123605,4156680.347061940934509
330166.171381737047341,4156680.568800543434918
330166.167311986791901,4156680.801996514666826
330166.163242234906647,4156681.035192486830056
330166.176843300345354,4156681.268027054145932
330166.199052832962479,4156681.489584951195866
330166.221035428810865,4156681.700046886689961
330166.234636490698904,4156681.932881452608854
330166.239402147242799,4156682.165896723046899
330166.252776272769552,4156682.387635324615985
330166.274985802592710,4156682.609193223528564
330166.306257672025822,4156682.841666384600103
330166.311023327987641,4156683.074681655503809
330166.316015920194332,4156683.318792889360338
330166.329843918443657,4156683.562723423819989
330166.343444978119805,4156683.795557991135865
330166.365881440637168,4156684.028211855329573
330166.388544838351663,4156684.271961685270071
330166.402372832759283,4156684.515892217867076
330166.407365424616728,4156684.760003454517573
330166.429801884805784,4156684.992657319176942
330166.460619874065742,4156685.202938551083207
330166.465158593375236,4156685.424857858102769
330166.469697312859353,4156685.646777162794024
330166.473782160668634,4156685.846504537854344
330166.495537812646944,4156686.045870508067310
330166.525448054540902,4156686.211767878849059
330166.546749830828048,4156686.388941918499768
330166.550607741810381,4156686.577573327813298
330166.536567916686181,4156686.755470179021358
330166.513238820363767,4156686.911355799064040
330166.488548106630333,4156687.000665631145239
330166.481074323120993,4156687.067422124557197
330166.491044403286651,4156687.122721247840673
330166.509396013105288,4156687.155647738836706
330166.518912220955826,4156687.188754932023585
330166.483116747811437,4156687.167285811621696
330166.428969668806531,4156687.112890202086419
330166.382750241842587,4156687.013930027838796
330166.334942262386903,4156686.837298097554594
330166.285772663308308,4156686.594090375583619
330166.244757651351392,4156686.317414056044072
330166.203061830368824,4156686.007449837401509
330166.169747535721399,4156685.675112988334149
330166.162485571694560,4156685.320042100735009
330166.163605135283433,4156684.942598577588797
330166.173333171056584,4156684.553878388833255
330166.191669673542492,4156684.153881529346108
330166.236512391536962,4156683.753342563286424
330166.281582049152348,4156683.363899563439190
330166.326878650521394,4156682.985552527010441
330166.354731381870806,4156682.618662864901125
330166.391419521882199,4156682.251592499669641
330166.436489202431403,4156681.862149500288069
330166.472950416151434,4156681.483983168844134
330166.518247043015435,4156681.105636138003320
330166.537037453264929,4156680.727831213269383
330166.599777968192939,4156680.338026814162731
330166.653910016058944,4156679.959499081596732
330166.708269007620402,4156679.592067313846201
330166.744957186689135,4156679.224996952805668
330166.781872307416052,4156678.869022557046264
330166.818787430180237,4156678.513048160355538
330166.864311034034472,4156678.145797099452466
330166.909607706009410,4156677.767450071405619
330166.963285926321987,4156677.366730412933975
330167.024891823180951,4156676.921446193940938
330167.095333141740412,4156676.475981273222715
330167.200889181520324,4156676.018697582650930
330167.332270670856815,4156675.527583894785494
330167.472033720463514,4156675.014097577892244
330167.638529964839108,4156674.511165127623826
330167.804345431504771,4156673.974944786168635
330167.997574894805439,4156673.482566205784678
330168.207794418674894,4156672.956538337748498
330168.435684799798764,4156672.430149074178189
330168.698689943528734,4156671.891941054724157
330168.898939481587149,4156671.310614082030952
330169.174623044207692,4156670.527933452278376
330169.374418793071527,4156669.924414565321058
330169.610237040207721,4156669.353460782207549
330169.853529162355699,4156668.715750520583242
330170.088666692725383,4156668.111508861184120
330170.314968841848895,4156667.507447908166796
330170.576839640620165,4156666.913760137744248
330170.786151802050881,4156666.343348490539938
330171.057765812496655,4156665.793863899074495
330171.347277634660713,4156665.255113891791552
330171.646078774938360,4156664.738375128712505
330171.963004656136036,4156664.243466915562749
330172.280384429846890,4156663.770750646013767
330172.598445021663792,4156663.331322284881026
330172.925341069116257,4156662.891713242046535
330173.252464081859216,4156662.463200178928673
330173.597484903992154,4156662.045421705115587
330173.942959612468258,4156661.649835177231580
330174.306332129868679,4156661.264983243308961
330174.670158530003391,4156660.902323256246746
330175.025149532128125,4156660.539843977894634
330175.388975993730128,4156660.177184024360031
330175.744647826300934,4156659.847992675844580
330176.074267240881454,4156659.541535344906151
330176.421784461126663,4156659.245812612120062
330176.769982464495115,4156658.983377788215876
330177.083292610885110,4156658.743857671041042
330177.387994264776353,4156658.515614219475538
330177.710366795363370,4156658.287009401712567
330178.006233052641619,4156658.058946665842086
330178.276727625285275,4156657.886905828956515
330178.520715914783068,4156657.715407069772482
330178.765158051508479,4156657.566100246272981
330178.983547736192122,4156657.439527425449342
330179.167049534735270,4156657.335869291797280
330179.307054932520259,4156657.266402495559305
330179.411945524625480,4156657.208754417952150
330179.473339711665176,4156657.185297674033791
330179.525898467982188,4156657.162021619733423
330179.543569330300670,4156657.161660243757069
330179.534960815508384,4156657.172936894930899
330179.508454522059765,4156657.173478958662599
330179.464504280476831,4156657.185478361789137
330179.402656262507662,4156657.186743176542222
330179.341035158897284,4156657.199103956110775
